time,tokens,prefix_tokens,rate,elapsed_s,queue,pending
2026-09-11 21:49:41,2048.0,315392.0,1655.29,121.22456455230713,7.0,7661384.0
2026-09-11 21:49:41,2048.0,317440.0,2243.22,121.22456455230713,7.0,7659336.0
2026-09-11 21:49:43,2048.0,319488.0,1605.32,123.22456455230713,7.0,7657288.0
2026-09-11 21:49:44,2048.0,321536.0,1379.6,124.22456455230713,7.0,7655240.0
2026-09-11 21:49:46,2048.0,323584.0,1541.86,126.22456455230713,7.0,7653192.0
2026-09-11 21:49:47,2048.0,325632.0,1743.41,127.22456455230713,7.0,7651144.0
2026-09-11 21:49:48,2048.0,327680.0,1765.76,128.22456455230713,7.0,7649096.0
2026-09-11 21:49:49,2048.0,329728.0,1732.49,129.22456455230713,7.0,7647048.0
2026-09-11 21:49:51,2048.0,331776.0,1390.78,131.22456455230713,7.0,7645000.0
2026-09-11 21:49:52,2048.0,333824.0,1455.43,132.22456455230713,7.0,7642952.0
2026-09-11 21:49:53,2048.0,335872.0,1448.91,133.22456455230713,7.0,7640904.0
2026-09-11 21:49:55,2048.0,337920.0,1487.31,135.22456455230713,7.0,7638856.0
2026-09-11 21:49:56,2048.0,339968.0,1441.16,136.22456455230713,7.0,7636808.0
2026-09-11 21:49:58,2048.0,342016.0,1372.62,138.22456455230713,7.0,7634760.0
2026-09-11 21:49:59,2048.0,344064.0,1718.36,139.22456455230713,7.0,7632712.0
2026-09-11 21:50:00,2048.0,346112.0,1708.28,140.22456455230713,7.0,7630664.0
2026-09-11 21:50:01,2048.0,348160.0,1698.31,141.22456455230713,7.0,7628616.0
2026-09-11 21:50:03,2048.0,350208.0,1608.55,143.22456455230713,7.0,7626568.0
2026-09-11 21:50:04,2048.0,352256.0,1392.26,144.22456455230713,7.0,7624520.0
2026-09-11 21:50:05,2048.0,354304.0,1420.47,145.22456455230713,7.0,7622472.0
2026-09-11 21:50:07,2048.0,356352.0,1389.98,147.22456455230713,7.0,7620424.0
2026-09-11 21:50:08,2048.0,358400.0,1427.09,148.22456455230713,7.0,7618376.0
2026-09-11 21:50:10,2048.0,360448.0,1383.18,150.22456455230713,7.0,7616328.0
2026-09-11 21:50:11,2048.0,362496.0,1559.41,151.22456455230713,7.0,7614280.0
2026-09-11 21:50:12,2048.0,364544.0,1608.18,152.22456455230713,7.0,7612232.0
2026-09-11 21:50:14,2048.0,366592.0,1504.25,154.22456455230713,7.0,7610184.0
2026-09-11 21:50:15,2048.0,368640.0,1630.67,155.22456455230713,7.0,7608136.0
2026-09-11 21:50:16,2048.0,370688.0,1623.47,156.22456455230713,7.0,7606088.0
2026-09-11 21:50:18,2048.0,372736.0,1266.84,158.22456455230713,7.0,7604040.0
2026-09-11 21:50:19,2048.0,374784.0,1345.36,159.22456455230713,7.0,7601992.0
2026-09-11 21:50:21,2048.0,376832.0,1575.61,161.22456455230713,7.0,7599944.0
2026-09-11 21:50:22,2048.0,378880.0,1477.41,162.22456455230713,7.0,7597896.0
2026-09-11 21:50:24,2048.0,380928.0,1345.84,164.22456455230713,7.0,7595848.0
2026-09-11 21:50:25,2048.0,382976.0,1389.82,165.22456455230713,7.0,7593800.0
2026-09-11 21:50:27,2048.0,385024.0,1372.97,167.22456455230713,7.0,7591752.0
